ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: TSG-2174150-3326-Message
2023-08-23T00:00:00.9646271Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352913        13.0993         3.852948        32.6015        13.0299      1497.45        55.4538
2023-08-23T00:00:03.9648179Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352914        13.1116         3.853148        32.5929        13.0683      1497.57        55.5229
2023-08-23T00:00:06.9648112Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352915        13.1224         3.853443        32.5863        13.0687      1497.56        55.5237
2023-08-23T00:00:09.9652809Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352916        13.1310         3.853742        32.5818        13.0847      1497.61        55.5524
2023-08-23T00:00:12.9652987Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352917        13.1368         3.853942        32.5787        13.0693      1497.56        55.5248
2023-08-23T00:00:15.9653797Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352918        13.1382         3.854143        32.5794        13.0729      1497.57        55.5313
2023-08-23T00:00:18.9662292Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352919        13.1332         3.854241        32.5846        13.0469      1497.49        55.4844
2023-08-23T00:00:21.9665582Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352920        13.1260         3.854340        32.5917        13.0288      1497.44        55.4518
2023-08-23T00:00:24.9660818Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352921        13.1202         3.854442        32.5976        13.0156      1497.40        55.4280
2023-08-23T00:00:27.9669419Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352922        13.1116         3.854442        32.6051        12.9908      1497.33        55.3834
2023-08-23T00:00:30.9664433Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352923        13.1051         3.854241        32.6087        12.9799      1497.29        55.3638
2023-08-23T00:00:33.9673727Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352924        13.1008         3.853844        32.6087        12.9682      1497.25        55.3428
2023-08-23T00:00:36.9673173Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352925        13.0986         3.853844        32.6105        12.9578      1497.22        55.3240
2023-08-23T00:00:39.9674716Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352926        13.0965         3.853444        32.6086        12.9666      1497.25        55.3398
2023-08-23T00:00:42.9674360Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352927        13.0914         3.853149        32.6102        12.9599      1497.23        55.327
2023-08-23T00:00:43.0779640Z, 7eda8203-a249-e411-b0cc-f8bc1246af59, 9
2023-08-23T00:00:45.9674465Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352928        13.0814         3.853047        32.6179        12.9698      1497.27        55.345
2023-08-23T00:00:46.0779805Z, 7eda8203-a249-e411-b0cc-f8bc1246af59, 7
2023-08-23T00:00:48.9682902Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352929        13.0699         3.852551        32.6231        12.9586      1497.24        55.325
2023-08-23T00:00:49.0780428Z, 7eda8203-a249-e411-b0cc-f8bc1246af59, 5
2023-08-23T00:00:51.9681231Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352930        13.0598         3.851852        32.6252        12.9488      1497.21        55.307
2023-08-23T00:00:52.0786656Z, 7eda8203-a249-e411-b0cc-f8bc1246af59, 8
2023-08-23T00:00:54.9681160Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352931        13.0475         3.851656        32.6339        12.9356      1497.17        55.284
2023-08-23T00:00:55.0786368Z, 7eda8203-a249-e411-b0cc-f8bc1246af59, 2
2023-08-23T00:00:57.9690927Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352932        13.0367         3.851059        32.6376        12.9290      1497.16        55.272
2023-08-23T00:00:58.0786579Z, 7eda8203-a249-e411-b0cc-f8bc1246af59, 2
2023-08-23T00:01:00.9690778Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      352933        13.0223         3.850760        32.6471        12.9208      1497.14        55.2575
