ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: TSG-2174150-3326-Message
2023-07-30T12:07:08.3080319Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181777        12.6357         3.919023        33.6355        12.1691      1495.77        53.9044
2023-07-30T12:07:11.3075306Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181778        12.5791         3.918128        33.6775        12.3665      1496.49        54.2596
2023-07-30T12:07:14.3086236Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181779        12.5182         3.917332        33.7245        12.6341      1497.45        54.7414
2023-07-30T12:07:17.3088663Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181780        12.4542         3.916639        33.7753        12.8338      1498.19        55.1009
2023-07-30T12:07:20.2991017Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181781        12.3910         3.915843        33.8247        12.8471      1498.29        55.1248
2023-07-30T12:07:23.2992366Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181782        12.3334         3.915047        33.8690        12.8394      1498.32        55.1110
2023-07-30T12:07:26.3086094Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181783        12.2839         3.914152        33.9051        12.7973      1498.22        55.0352
2023-07-30T12:07:29.2888003Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181784        12.2402         3.913257        33.9361        12.4960      1497.24        54.4929
2023-07-30T12:07:32.2864968Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181785        12.2256         3.912362        33.9407        12.3550      1496.77        54.2391
2023-07-30T12:07:35.2847825Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181786        12.2394         3.911268        33.9176        12.1903      1496.18        53.9426
2023-07-30T12:07:38.2842945Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181787        12.2898         3.910170        33.8614        12.1163      1495.86        53.8093
2023-07-30T12:07:41.2850953Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181788        12.3742         3.908977        33.7736        12.0644      1495.58        53.7160
2023-07-30T12:07:44.2848027Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181789        12.4710         3.907780        33.6751        12.0182      1495.30        53.6328
2023-07-30T12:07:47.2858008Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181790        12.5429         3.906485        33.5983        11.9572      1495.00        53.5229
2023-07-30T12:07:50.2859032Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181791        12.5900         3.905293        33.5448        11.9726      1494.99        53.5507
2023-07-30T12:07:53.2878233Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181792        12.6139         3.904196        33.5130        11.9693      1494.94        53.5448
2023-07-30T12:07:56.2862166Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181793        12.6045         3.903203        33.5118        11.9724      1494.95        53.5504
2023-07-30T12:07:59.2863027Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181794        12.5348         3.902306        33.5654        11.9946      1495.09        53.5903
2023-07-30T12:08:02.2862668Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181795        12.4513         3.901512        33.6325        12.1858      1495.83        53.9345
2023-07-30T12:08:05.2870102Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181796        12.3655         3.900816        33.7029        12.5766      1497.23        54.6378
2023-07-30T12:08:08.2864679Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181797        12.2832         3.900121        33.7703        13.1382      1499.20        55.6488
2023-07-30T12:08:11.2874761Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181798        12.2044         3.899426        33.8348        13.4690      1500.37        56.2442
2023-07-30T12:08:14.2876858Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181799        12.1373         3.898731        33.8889        13.6188      1500.92        56.5139
2023-07-30T12:08:17.2882177Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181800        12.0810         3.898035        33.9333        13.6753      1501.16        56.6155
2023-07-30T12:08:20.2876923Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181801        12.0386         3.897139        33.9632        13.4688      1500.52        56.2439
2023-07-30T12:08:23.2876730Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181802        12.0247         3.896245        33.9672        13.1035      1499.31        55.5863
2023-07-30T12:08:26.2877137Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      181803        12.0620         3.895249        33.9235        12.5314      1497.34        54.5564
