ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: TSG-2174150-3326-Message
2023-07-17T23:56:31.9813456Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25924        12.9545         3.901406        33.1853        12.9046      1497.72        55.2284
2023-07-17T23:56:34.9813298Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25925        12.9502         3.901208        33.1873        12.9019      1497.72        55.2235
2023-07-17T23:56:37.9809491Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25926        12.9488         3.901007        33.1866        12.8976      1497.70        55.2157
2023-07-17T23:56:40.9819429Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25927        12.9473         3.900710        33.1851        12.9000      1497.71        55.2200
2023-07-17T23:56:43.9819360Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25928        12.9481         3.900611        33.1835        12.9005      1497.71        55.2209
2023-07-17T23:56:46.9819266Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25929        12.9495         3.900611        33.1822        12.8947      1497.69        55.2104
2023-07-17T23:56:49.9819212Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25930        12.9502         3.900512        33.1806        12.9000      1497.70        55.2200
2023-07-17T23:56:52.9829086Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25931        12.9510         3.900413        33.1791        12.9000      1497.70        55.2200
2023-07-17T23:56:55.9828935Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25932        12.9510         3.900413        33.1791        12.8975      1497.69        55.2154
2023-07-17T23:56:58.9828825Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25933        12.9510         3.900311        33.1781        12.9033      1497.71        55.2259
2023-07-17T23:57:01.9828847Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25934        12.9502         3.900311        33.1787        12.9051      1497.72        55.2292
2023-07-17T23:57:04.9828654Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25935        12.9495         3.900212        33.1784        12.9091      1497.73        55.2364
2023-07-17T23:57:07.9838738Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25936        12.9495         3.900212        33.1784        12.9103      1497.73        55.2385
2023-07-17T23:57:10.9838508Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25937        12.9488         3.900113        33.1781        12.9103      1497.73        55.2385
2023-07-17T23:57:13.9838376Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25938        12.9473         3.900014        33.1785        12.9062      1497.72        55.2311
2023-07-17T23:57:16.9838421Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25939        12.9466         3.899915        33.1781        12.9009      1497.70        55.2216
2023-07-17T23:57:19.9838291Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25940        12.9473         3.899915        33.1775        12.9038      1497.71        55.2268
2023-07-17T23:57:22.9848135Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25941        12.9481         3.899915        33.1769        12.9014      1497.70        55.2224
2023-07-17T23:57:25.9848025Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25942        12.9502         3.899816        33.1740        12.8996      1497.69        55.2192
2023-07-17T23:57:28.9847915Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25943        12.9524         3.899816        33.1721        12.9049      1497.71        55.2288
2023-07-17T23:57:31.9847930Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       25944        12.9538         3.899816        33.1709        12.9072      1497.72        55.2330
