ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: TSG-2174150-3326-Message
2023-06-24T16:59:16.2214397Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18072        11.3265         3.748214        33.1509        11.2623      1492.06        52.2722
2023-06-24T16:59:19.2214225Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18073        11.3250         3.748113        33.1512        11.2615      1492.06        52.2707
2023-06-24T16:59:22.2215396Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18074        11.3243         3.748113        33.1518        11.2636      1492.07        52.2744
2023-06-24T16:59:25.2218115Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18075        11.3236         3.748016        33.1516        11.2633      1492.07        52.2740
2023-06-24T16:59:28.2218102Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18076        11.3236         3.748016        33.1516        11.2625      1492.06        52.2724
2023-06-24T16:59:31.2222919Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18077        11.3236         3.748016        33.1516        11.2605      1492.06        52.2689
2023-06-24T16:59:34.2227442Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18078        11.3243         3.747915        33.1499        11.2595      1492.05        52.2671
2023-06-24T16:59:37.2227284Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18079        11.3250         3.747915        33.1493        11.2560      1492.04        52.2609
2023-06-24T16:59:40.2227211Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18080        11.3250         3.747915        33.1493        11.2518      1492.02        52.2533
2023-06-24T16:59:43.2227612Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18081        11.3250         3.747915        33.1493        11.2502      1492.02        52.2504
2023-06-24T16:59:46.2237876Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18082        11.3258         3.748016        33.1496        11.2489      1492.01        52.2480
2023-06-24T16:59:49.2237618Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18083        11.3265         3.748016        33.1489        11.2484      1492.01        52.2471
2023-06-24T16:59:52.2237552Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18084        11.3273         3.748016        33.1482        11.2474      1492.01        52.2454
2023-06-24T16:59:55.2237512Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18085        11.3265         3.748113        33.1499        11.2459      1492.00        52.2426
2023-06-24T16:59:58.2237291Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18086        11.3258         3.748016        33.1496        11.2454      1492.00        52.2417
2023-06-24T17:00:01.2247516Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18087        11.3236         3.748016        33.1516        11.2446      1492.00        52.2402
2023-06-24T17:00:04.2138316Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18088        11.3221         3.748016        33.1529        11.2431      1492.00        52.2376
2023-06-24T17:00:07.2100641Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18089        11.3199         3.747915        33.1539        11.2385      1491.98        52.2293
2023-06-24T17:00:10.2100380Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18090        11.3177         3.747815        33.1549        11.2376      1491.98        52.2278
2023-06-24T17:00:13.2100375Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18091        11.3147         3.747617        33.1556        11.2403      1491.99        52.2325
2023-06-24T17:00:16.2110404Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18092        11.3125         3.747516        33.1566        11.2427      1492.00        52.2369
2023-06-24T17:00:19.2110257Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18093        11.3110         3.747419        33.1570        11.2452      1492.01        52.2413
2023-06-24T17:00:22.2110226Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18094        11.3095         3.747319        33.1573        11.2447      1492.01        52.2405
2023-06-24T17:00:25.2109933Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18095        11.3088         3.747218        33.1570        11.2492      1492.02        52.2486
2023-06-24T17:00:28.2120258Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18096        11.3073         3.747121        33.1574        11.2497      1492.03        52.2495
2023-06-24T17:00:31.2219490Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18097        11.3058         3.747020        33.1577        11.2477      1492.02        52.2459
2023-06-24T17:00:34.2119802Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18098        11.3036         3.746822        33.1577        11.2421      1492.00        52.2359
2023-06-24T17:00:37.2119505Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18099        11.3029         3.746722        33.1574        11.2418      1492.00        52.2352
2023-06-24T17:00:40.2119463Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18100        11.3022         3.746621        33.1571        11.2477      1492.02        52.2459
2023-06-24T17:00:43.2129542Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18101        11.3029         3.746524        33.1555        11.2520      1492.03        52.2537
2023-06-24T17:00:46.2129517Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18102        11.3043         3.746423        33.1532        11.2498      1492.02        52.2496
2023-06-24T17:00:49.2129419Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18103        11.3058         3.746423        33.1518        11.2513      1492.02        52.2523
2023-06-24T17:00:52.2129077Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18104        11.3073         3.746524        33.1515        11.2517      1492.03        52.2531
2023-06-24T17:00:55.2139415Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18105        11.3088         3.746524        33.1502        11.2502      1492.02        52.2503
2023-06-24T17:00:58.2139243Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18106        11.3088         3.746524        33.1502        11.2520      1492.03        52.2536
2023-06-24T17:01:01.2139119Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18107        11.3081         3.746524        33.1508        11.2526      1492.03        52.2546
2023-06-24T17:01:04.2138754Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18108        11.3081         3.746423        33.1498        11.2502      1492.02        52.2503
2023-06-24T17:01:07.2138627Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18109        11.3088         3.746423        33.1492        11.2476      1492.01        52.2456
2023-06-24T17:01:10.2049175Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18110        11.3103         3.746524        33.1488        11.2458      1492.00        52.2424
2023-06-24T17:01:13.2049196Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18111        11.3110         3.746524        33.1482        11.2465      1492.00        52.2438
2023-06-24T17:01:16.2048947Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18112        11.3118         3.746621        33.1485        11.2418      1491.99        52.2353
2023-06-24T17:01:19.2048775Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18113        11.3125         3.746722        33.1488        11.2387      1491.98        52.2296
2023-06-24T17:01:22.2059027Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18114        11.3132         3.746722        33.1481        11.2371      1491.97        52.2267
2023-06-24T17:01:25.2058616Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18115        11.3132         3.746722        33.1481        11.2365      1491.97        52.2257
2023-06-24T17:01:28.2058530Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18116        11.3132         3.746822        33.1491        11.2407      1491.98        52.2332
2023-06-24T17:01:31.2058530Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18117        11.3132         3.746822        33.1491        11.2375      1491.97        52.2275
2023-06-24T17:01:34.2058208Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18118        11.3110         3.746822        33.1511        11.2409      1491.99        52.2337
2023-06-24T17:01:37.2068506Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18119        11.3103         3.746822        33.1518        11.2328      1491.96        52.2191
2023-06-24T17:01:40.2068260Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18120        11.3088         3.746722        33.1521        11.2372      1491.98        52.2269
2023-06-24T17:01:43.2068115Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18121        11.3073         3.746621        33.1525        11.2351      1491.97        52.2231
2023-06-24T17:01:46.2067798Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       18122        11.3051         3.746621        33.1544        11.2336      1491.97        52.2204
