ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: TSG-2174150-3326-Message
2023-09-08T00:00:02.1261377Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321705        14.6329         3.982489        32.5005        14.4262      1501.92        57.9671
2023-09-08T00:00:05.1264433Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321706        14.6329         3.982789        32.5032        14.4333      1501.95        57.9800
2023-09-08T00:00:08.1262853Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321707        14.6321         3.983185        32.5074        14.4263      1501.93        57.9674
2023-09-08T00:00:11.1269118Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321708        14.6315         3.983485        32.5107        14.4247      1501.93        57.9645
2023-09-08T00:00:14.1268650Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321709        14.6307         3.983785        32.5141        14.4235      1501.93        57.9622
2023-09-08T00:00:17.1271746Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321710        14.6293         3.984181        32.5188        14.4227      1501.93        57.9609
2023-09-08T00:00:20.1274463Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321711        14.6272         3.984481        32.5233        14.4207      1501.93        57.9572
2023-09-08T00:00:23.1274652Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321712        14.6251         3.984777        32.5278        14.4101      1501.90        57.9381
2023-09-08T00:00:26.1274540Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321713        14.6230         3.984977        32.5314        14.4049      1501.89        57.9289
2023-09-08T00:00:29.1281636Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321714        14.6209         3.985377        32.5368        14.4003      1501.88        57.9205
2023-09-08T00:00:32.1284156Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321715        14.6181         3.985577        32.5409        14.4004      1501.89        57.9207
2023-09-08T00:00:35.1283658Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321716        14.6146         3.985773        32.5457        14.3941      1501.87        57.9095
2023-09-08T00:00:38.1286323Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321717        14.6117         3.985973        32.5499        14.3972      1501.89        57.9149
2023-09-08T00:00:41.1193015Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321718        14.6097         3.986173        32.5535        14.3955      1501.89        57.9118
2023-09-08T00:00:44.1196427Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321719        14.6068         3.986469        32.5585        14.3991      1501.91        57.9185
2023-09-08T00:00:47.1189594Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321720        14.6033         3.986669        32.5633        14.3941      1501.89        57.9094
2023-09-08T00:00:50.1200910Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321721        14.5998         3.986769        32.5672        14.3874      1501.88        57.8973
2023-09-08T00:00:53.1196477Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321722        14.5963         3.986969        32.5719        14.3774      1501.85        57.8793
2023-09-08T00:00:56.1196661Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321723        14.5921         3.987069        32.5764        14.3709      1501.83        57.8676
2023-09-08T00:00:59.1202214Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321724        14.5886         3.987265        32.5811        14.3820      1501.88        57.8875
2023-09-08T00:01:02.1208137Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321725        14.5857         3.987265        32.5835        14.3847      1501.89        57.8925
2023-09-08T00:01:05.1207620Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321726        14.5822         3.987365        32.5873        14.3806      1501.88        57.8851
2023-09-08T00:01:08.1208172Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321727        14.5794         3.987366        32.5897        14.3851      1501.90        57.8932
2023-09-08T00:01:11.1209970Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321728        14.5766         3.987466        32.5930        14.3886      1501.91        57.8995
2023-09-08T00:01:14.1210998Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321729        14.5738         3.987466        32.5953        14.3887      1501.91        57.8996
2023-09-08T00:01:17.1211752Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321730        14.5703         3.987466        32.5983        14.3862      1501.91        57.8952
2023-09-08T00:01:20.1214185Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321731        14.5675         3.987466        32.6006        14.3748      1501.88        57.8746
2023-09-08T00:01:23.1223907Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,      321732        14.5646         3.987466        32.6030        14.3798      1501.89        57.8836
