ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: TSG-2174150-3326-Message
2023-07-17T20:48:28.9623892Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22163        10.6118         3.743546        33.7566        10.5600      1490.32        51.0080
2023-07-17T20:48:31.9623700Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22164        10.6088         3.743747        33.7614        10.5742      1490.38        51.0335
2023-07-17T20:48:34.9633762Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22165        10.6043         3.743945        33.7675        10.5973      1490.46        51.0751
2023-07-17T20:48:37.9633641Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22166        10.6013         3.743945        33.7702        10.6026      1490.49        51.0847
2023-07-17T20:48:40.9633492Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22167        10.5991         3.743945        33.7723        10.5886      1490.44        51.0594
2023-07-17T20:48:43.9633459Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22168        10.5976         3.743945        33.7737        10.5889      1490.44        51.0601
2023-07-17T20:48:46.9434186Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22169        10.5938         3.743945        33.7772        10.6009      1490.49        51.0816
2023-07-17T20:48:49.9643372Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22170        10.5901         3.743945        33.7807        10.5963      1490.48        51.0733
2023-07-17T20:48:52.9444148Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22171        10.5878         3.743945        33.7827        10.5916      1490.46        51.0649
2023-07-17T20:48:55.9643191Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22172        10.5886         3.743747        33.7801        10.5654      1490.37        51.0176
2023-07-17T20:48:58.9646167Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22173        10.5923         3.743647        33.7756        10.5883      1490.44        51.0589
2023-07-17T20:49:01.9646064Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22174        10.5976         3.743647        33.7707        10.5997      1490.48        51.0794
2023-07-17T20:49:04.9645906Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22175        10.6021         3.743747        33.7676        10.5852      1490.42        51.0533
2023-07-17T20:49:07.9655965Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22176        10.6043         3.743844        33.7665        10.5846      1490.42        51.0523
2023-07-17T20:49:10.9658804Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22177        10.6065         3.743945        33.7654        10.5936      1490.45        51.0685
2023-07-17T20:49:13.9658516Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22178        10.6073         3.743945        33.7647        10.5945      1490.45        51.0701
2023-07-17T20:49:16.9659378Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,       22179        10.6058         3.744143        33.7681        10.5996      1490.47        51.0793
