ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: GNSS-6452-$GPGGA
2023-09-10T00:00:00.0901109Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,235959.00,4737.4026,N,12222.9503,W,2,10,0.8,14.5,M,-18.0,M,,*68
2023-09-10T00:00:00.6905114Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000000.00,4737.4030,N,12222.9503,W,2,10,0.8,14.3,M,-18.0,M,,*68
2023-09-10T00:00:02.0904305Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000001.00,4737.4034,N,12222.9503,W,2,10,0.8,14.2,M,-18.0,M,,*6C
2023-09-10T00:00:02.6908313Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000002.00,4737.4039,N,12222.9503,W,2,10,0.8,14.0,M,-18.0,M,,*60
2023-09-10T00:00:04.0910791Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000003.00,4737.4043,N,12222.9502,W,2,10,0.8,13.9,M,-18.0,M,,*63
2023-09-10T00:00:04.6904744Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000004.00,4737.4047,N,12222.9501,W,2,10,0.8,13.9,M,-18.0,M,,*63
2023-09-10T00:00:06.1143906Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000005.00,4737.4052,N,12222.9499,W,2,10,0.8,13.8,M,-18.0,M,,*67
2023-09-10T00:00:06.6908192Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000006.00,4737.4057,N,12222.9498,W,2,10,0.8,13.8,M,-18.0,M,,*60
2023-09-10T00:00:08.2709475Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000007.00,4737.4061,N,12222.9496,W,2,10,0.8,13.8,M,-18.0,M,,*6A
2023-09-10T00:00:08.6911361Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000008.00,4737.4066,N,12222.9496,W,2,10,0.8,13.6,M,-18.0,M,,*6C
2023-09-10T00:00:10.0910545Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000009.00,4737.4071,N,12222.9495,W,2,10,0.8,13.6,M,-18.0,M,,*68
2023-09-10T00:00:10.6914627Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000010.00,4737.4075,N,12222.9493,W,2,10,0.8,13.5,M,-18.0,M,,*61
2023-09-10T00:00:12.0909189Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000011.00,4737.4080,N,12222.9491,W,2,10,0.8,13.5,M,-18.0,M,,*68
2023-09-10T00:00:12.6909528Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000012.00,4737.4084,N,12222.9489,W,2,10,0.8,13.5,M,-18.0,M,,*66
2023-09-10T00:00:14.3716647Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000013.00,4737.4089,N,12222.9487,W,2,10,0.8,13.5,M,-18.0,M,,*64
2023-09-10T00:00:14.7410687Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000014.00,4737.4093,N,12222.9485,W,2,10,0.8,13.5,M,-18.0,M,,*6A
2023-09-10T00:00:16.0911836Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000015.00,4737.4097,N,12222.9484,W,2,10,0.8,13.5,M,-18.0,M,,*6E
2023-09-10T00:00:16.6917387Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000016.00,4737.4102,N,12222.9483,W,2,10,0.8,13.5,M,-18.0,M,,*67
2023-09-10T00:00:18.0916544Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000017.00,4737.4106,N,12222.9482,W,2,10,0.8,13.6,M,-18.0,M,,*60
2023-09-10T00:00:18.7021148Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000018.00,4737.4111,N,12222.9480,W,2,10,0.8,13.6,M,-18.0,M,,*6B
2023-09-10T00:00:20.0919679Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000019.00,4737.4115,N,12222.9478,W,2,10,0.8,13.6,M,-18.0,M,,*69
2023-09-10T00:00:20.6923703Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000020.00,4737.4120,N,12222.9477,W,2,10,0.8,13.7,M,-18.0,M,,*6B
2023-09-10T00:00:22.0917047Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000021.00,4737.4125,N,12222.9476,W,2,10,0.8,13.7,M,-18.0,M,,*6E
2023-09-10T00:00:22.7021948Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000022.00,4737.4130,N,12222.9475,W,2,09,0.8,13.8,M,-18.0,M,,*6D
2023-09-10T00:00:24.0926483Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000023.00,4737.4135,N,12222.9474,W,2,09,0.8,13.8,M,-18.0,M,,*68
2023-09-10T00:00:24.7019775Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000024.00,4737.4140,N,12222.9473,W,2,10,0.8,13.8,M,-18.0,M,,*62
2023-09-10T00:00:26.0919676Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000025.00,4737.4145,N,12222.9472,W,2,10,0.8,13.9,M,-18.0,M,,*66
2023-09-10T00:00:26.7023524Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000026.00,4737.4150,N,12222.9471,W,2,10,0.8,13.8,M,-18.0,M,,*63
2023-09-10T00:00:28.0922945Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000027.00,4737.4155,N,12222.9470,W,2,10,0.8,13.9,M,-18.0,M,,*67
2023-09-10T00:00:28.7026712Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000028.00,4737.4160,N,12222.9470,W,2,10,0.8,13.9,M,-18.0,M,,*6E
2023-09-10T00:00:30.0928976Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000029.00,4737.4165,N,12222.9470,W,2,10,0.8,13.9,M,-18.0,M,,*6A
2023-09-10T00:00:30.7022670Z, 6cda8203-a249-e411-b0cc-f8bc1246af59, $GPGGA,000030.00,4737.4170,N,12222.9469,W,2,10,0.8,13.9,M,-18.0,M,,*6E
