ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: SciGPS-Derived-DD-Lon-Message
2023-08-10T13:49:53.7938139Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048007,12402.8804W
2023-08-10T13:49:54.1243846Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048008,12402.8805W
2023-08-10T13:49:55.2646853Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048009,12402.8806W
2023-08-10T13:49:56.7940259Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.04801,12402.8806W
2023-08-10T13:49:57.1245810Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048011,12402.8807W
2023-08-10T13:49:58.2447806Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048011,12402.8806W
2023-08-10T13:49:59.7642281Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048011,12402.8807W
2023-08-10T13:50:00.2242287Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048012,12402.8807W
2023-08-10T13:50:01.7944474Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048012,12402.8807W
2023-08-10T13:50:02.1249935Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048012,12402.8808W
2023-08-10T13:50:03.2451784Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048013,12402.8808W
2023-08-10T13:50:04.2548660Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048015,12402.881W
2023-08-10T13:50:05.2744244Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048018,12402.8811W
2023-08-10T13:50:07.0054932Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.04802,12402.8813W
2023-08-10T13:50:07.1385885Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048023,12402.8815W
2023-08-10T13:50:08.2550591Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048026,12402.8816W
2023-08-10T13:50:09.2552009Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048028,12402.8818W
2023-08-10T13:50:10.2249512Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048032,12402.882W
2023-08-10T13:50:11.7955548Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048035,12402.8822W
2023-08-10T13:50:12.1359361Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048038,12402.8824W
2023-08-10T13:50:13.2552495Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048043,12402.8827W
2023-08-10T13:50:14.2551619Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048047,12402.8829W
2023-08-10T13:50:15.2694108Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048051,12402.8832W
2023-08-10T13:50:16.8060023Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048055,12402.8834W
2023-08-10T13:50:17.7356598Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048058,12402.8836W
2023-08-10T13:50:18.5262199Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048061,12402.8837W
2023-08-10T13:50:19.8060113Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048061,12402.8836W
2023-08-10T13:50:21.2260413Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.04806,12402.8836W
2023-08-10T13:50:21.6660776Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048059,12402.8835W
2023-08-10T13:50:23.0859043Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048058,12402.8835W
2023-08-10T13:50:23.3258657Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048058,12402.8834W
2023-08-10T13:50:25.0860468Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048057,12402.8834W
2023-08-10T13:50:25.4162873Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048056,12402.8833W
2023-08-10T13:50:27.1864887Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048054,12402.8832W
2023-08-10T13:50:27.6663899Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048053,12402.8832W
2023-08-10T13:50:28.3663583Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048052,12402.8831W
2023-08-10T13:50:29.2067335Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048051,12402.883W
2023-08-10T13:50:31.0865934Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.048049,12402.8829W
