ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: SciGPS-Derived-DD-Lon-Message
2023-07-17T21:34:31.1061904Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.87576,12452.5456W
2023-07-17T21:34:31.4367493Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875762,12452.5458W
2023-07-17T21:34:32.2661280Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875764,12452.5459W
2023-07-17T21:34:33.2668238Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875765,12452.5459W
2023-07-17T21:34:34.4267880Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875764,12452.5458W
2023-07-17T21:34:35.2571676Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875763,12452.5457W
2023-07-17T21:34:36.6670344Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875763,12452.5459W
2023-07-17T21:34:37.2664595Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875768,12452.5462W
2023-07-17T21:34:38.4274376Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875773,12452.5465W
2023-07-17T21:34:39.2668047Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875774,12452.5464W
2023-07-17T21:34:40.2674548Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875773,12452.5464W
2023-07-17T21:34:41.2671159Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875775,12452.5466W
2023-07-17T21:34:42.9269354Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875779,12452.5469W
2023-07-17T21:34:43.2674316Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875784,12452.5472W
2023-07-17T21:34:44.2671288Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875789,12452.5475W
2023-07-17T21:34:45.2677565Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875794,12452.5478W
2023-07-17T21:34:47.1077986Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875799,12452.5481W
2023-07-17T21:34:47.4473076Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875802,12452.5482W
2023-07-17T21:34:48.2677576Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875803,12452.5482W
2023-07-17T21:34:50.1080449Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875805,12452.5484W
2023-07-17T21:34:50.4476640Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875809,12452.5487W
2023-07-17T21:34:51.2680875Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875811,12452.5486W
2023-07-17T21:34:52.4381282Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875808,12452.5484W
2023-07-17T21:34:53.2884217Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875806,12452.5483W
2023-07-17T21:34:55.0877580Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875806,12452.5484W
2023-07-17T21:34:55.7279630Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.87581,12452.5488W
2023-07-17T21:34:56.4379744Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875815,12452.549W
2023-07-17T21:34:57.2683494Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875817,12452.549W
2023-07-17T21:34:58.2779722Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875816,12452.5489W
2023-07-17T21:34:59.2786234Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875814,12452.5488W
2023-07-17T21:35:00.2484325Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875812,12452.5487W
2023-07-17T21:35:01.2789446Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875812,12452.5488W
2023-07-17T21:35:02.7286463Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875815,12452.549W
2023-07-17T21:35:03.4386080Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875818,12452.5491W
2023-07-17T21:35:04.2789426Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875818,12452.5491W
2023-07-17T21:35:05.2786250Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875818,12452.549W
2023-07-17T21:35:06.2792650Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875815,12452.5488W
2023-07-17T21:35:07.2888755Z, 59da8203-a249-e411-b0cc-f8bc1246af59, $DERIV,-124.875814,12452.5489W
