ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: TSG-2174150-3392-Message
2021-09-03T19:57:10.3255039Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           1         9.7958         3.664304        33.7131        10.0477      1488.44        10.0477
2021-09-03T19:57:13.3055725Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           2         9.7988         3.664204        33.7092        10.0649      1488.49        10.0649
2021-09-03T19:57:16.3154061Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           3         9.8004         3.664503        33.7109        10.0988      1488.62        10.0988
2021-09-03T19:57:19.3252921Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           4         9.8034         3.664603        33.7090        10.1063      1488.64        10.1063
2021-09-03T19:57:22.3052643Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           5         9.8041         3.664403        33.7063        10.1094      1488.65        10.1094
2021-09-03T19:57:25.3053157Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           6         9.7996         3.664204        33.7085        10.1249      1488.71        10.1249
2021-09-03T19:57:28.3062186Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           7         9.7981         3.663906        33.7068        10.1343      1488.74        10.1343
2021-09-03T19:57:31.3061010Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           8         9.8011         3.664105        33.7060        10.1284      1488.72        10.1284
2021-09-03T19:57:34.3059963Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           9         9.8155         3.664801        33.6997        10.1084      1488.64        10.1084
2021-09-03T19:57:37.3058959Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          10         9.8231         3.665694        33.7018        10.0895      1488.57        10.0895
2021-09-03T19:57:40.3068111Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          11         9.8428         3.666590        33.6925        10.0789      1488.52        10.0789
2021-09-03T19:57:43.3066903Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          12         9.8601         3.667682        33.6874        10.0640      1488.46        10.0640
2021-09-03T19:57:46.3065925Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          13         9.8753         3.668674        33.6834        10.0460      1488.39        10.0460
2021-09-03T19:57:49.3067250Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          14         9.8851         3.670068        33.6884        10.0369      1488.37        10.0369
2021-09-03T19:57:52.3066231Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          15         9.8919         3.671061        33.6922        10.0327      1488.36        10.0327
2021-09-03T19:57:55.3065161Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          16         9.8927         3.671260        33.6935        10.0482      1488.41        10.0482
2021-09-03T19:57:58.3069262Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          17         9.8882         3.671061        33.6957        10.0537      1488.44        10.0537
