ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: TSG-2174150-3392-Message
2021-06-27 23:42:00Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           1        11.0263         3.775115        33.6898        11.4662      1493.42        11.4662
2021-06-27 23:42:03Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           2        10.9385         3.768656        33.7062        11.5155      1493.61        11.5155
2021-06-27 23:42:06Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           3        10.9013         3.762890        33.6829        11.5068      1493.55        11.5068
2021-06-27 23:42:09Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           4        10.8410         3.759115        33.7008        11.4280      1493.30        11.4280
2021-06-27 23:42:12Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           5        10.8000         3.756032        33.7078        11.3071      1492.89        11.3071
2021-06-27 23:42:15Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           6        10.7746         3.753647        33.7073        11.2690      1492.75        11.2690
2021-06-27 23:42:18Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           7        10.7746         3.752453        33.6954        11.2772      1492.77        11.2772
2021-06-27 23:42:21Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           8        10.7873         3.752852        33.6877        11.4113      1493.23        11.4113
2021-06-27 23:42:24Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,           9        10.8223         3.754046        33.6673        11.1628      1492.34        11.1628
2021-06-27 23:42:27Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          10        10.8484         3.755236        33.6552        11.1887      1492.41        11.1887
2021-06-27 23:42:30Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          11        10.8596         3.755139        33.6440        11.3602      1493.00        11.3602
2021-06-27 23:42:33Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          12        10.8350         3.751956        33.6348        11.3815      1493.06        11.3815
2021-06-27 23:42:36Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          13        10.7955         3.749969        33.6513        11.4399      1493.28        11.4399
2021-06-27 23:42:39Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          14        10.7626         3.747981        33.6617        11.4271      1493.25        11.4271
2021-06-27 23:42:42Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          15        10.7410         3.747285        33.6746        11.2838      1492.77        11.2838
2021-06-27 23:42:45Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          16        10.7157         3.744601        33.6711        11.2876      1492.78        11.2876
2021-06-27 23:42:48Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          17        10.6902         3.741322        33.6618        11.3306      1492.91        11.3306
2021-06-27 23:42:51Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          18        10.6738         3.741222        33.6759        11.3596      1493.03        11.3596
2021-06-27 23:42:54Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          19        10.7044         3.742414        33.6596        11.1657      1492.34        11.1657
2021-06-27 23:42:57Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          20        10.7440         3.744004        33.6390        11.3109      1492.82        11.3109
2021-06-27 23:43:00Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          21        10.7701         3.745100        33.6260        11.2259      1492.51        11.2259
2021-06-27 23:43:03Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          22        10.7671         3.744802        33.6257        11.2207      1492.49        11.2207
2021-06-27 23:43:06Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          23        10.7559         3.743807        33.6261        11.1987      1492.41        11.1987
2021-06-27 23:43:09Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          24        10.7440         3.743509        33.6341        11.1281      1492.17        11.1281
2021-06-27 23:43:12Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          25        10.7433         3.743509        33.6348        11.0582      1491.93        11.0582
2021-06-27 23:43:15Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          26        10.7261         3.741422        33.6297        11.2125      1492.46        11.2125
2021-06-27 23:43:18Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          27        10.6925         3.740227        33.6487        11.3774      1493.06        11.3774
2021-06-27 23:43:21Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          28        10.6887         3.739534        33.6452        11.3916      1493.11        11.3916
2021-06-27 23:43:24Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          29        10.6671         3.738637        33.6562        11.3423      1492.95        11.3423
2021-06-27 23:43:27Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          30        10.6402         3.737647        33.6711        11.5958      1493.85        11.5958
2021-06-27 23:43:30Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          31        10.6118         3.734662        33.6674        11.7245      1494.29        11.7245
2021-06-27 23:43:33Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          32        10.5863         3.731882        33.6629        11.8617      1494.75        11.8617
2021-06-27 23:43:36Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          33        10.5773         3.731384        33.6662        11.9455      1495.04        11.9455
2021-06-27 23:43:39Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          34        10.6118         3.733571        33.6564        12.1771      1495.82        12.1771
2021-06-27 23:43:42Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          35        10.6686         3.736950        33.6379        12.4580      1496.76        12.4580
2021-06-27 23:43:45Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          36        10.7306         3.740625        33.6176        12.7358      1497.67        12.7358
2021-06-27 23:43:48Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          37        10.7641         3.744802        33.6285        12.5780      1497.15        12.5780
2021-06-27 23:43:51Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          38        10.8998         3.752153        33.5772        12.5824      1497.11        12.5824
2021-06-27 23:43:54Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,          39        11.0248         3.762093        33.5617        12.6666      1497.37        12.6666
