ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: TSG-2174150-3392-Message
2021-09-03T21:32:37.2949052Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1910         9.3717         3.580435        33.2467         9.3010      1485.15         9.3010
2021-09-03T21:32:40.2947953Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1911         9.3473         3.579145        33.2561         9.3032      1485.17         9.3032
2021-09-03T21:32:43.2946982Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1912         9.3183         3.576860        33.2595         9.3023      1485.17         9.3023
2021-09-03T21:32:46.2947756Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1913         9.2969         3.574175        33.2516         9.3019      1485.16         9.3019
2021-09-03T21:32:49.2956573Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1914         9.2778         3.572588        33.2530         9.3034      1485.17         9.3034
2021-09-03T21:32:52.2955562Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1915         9.2641         3.571098        33.2504         9.2972      1485.14         9.2972
2021-09-03T21:32:55.2954694Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1916         9.2549         3.570501        33.2528         9.2703      1485.05         9.2703
2021-09-03T21:32:58.2953670Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1917         9.2511         3.569904        33.2501         9.2601      1485.01         9.2601
2021-09-03T21:33:01.2952655Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1918         9.2434         3.569012        33.2480         9.2164      1484.84         9.2164
2021-09-03T21:33:04.2961572Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1919         9.2403         3.568612        33.2467         9.2413      1484.93         9.2413
2021-09-03T21:33:07.2960761Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1920         9.2396         3.568117        33.2423         9.2131      1484.83         9.2131
2021-09-03T21:33:10.2959736Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1921         9.2381         3.567917        33.2416         9.2217      1484.86         9.2217
2021-09-03T21:33:13.2958742Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1922         9.2365         3.567520        33.2390         9.1935      1484.75         9.1935
2021-09-03T21:33:16.2957837Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1923         9.2274         3.566625        33.2382         9.2029      1484.78         9.2029
2021-09-03T21:33:19.2966579Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1924         9.2182         3.565734        33.2375         9.1918      1484.74         9.1918
2021-09-03T21:33:22.2965649Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1925         9.2006         3.563944        33.2354         9.2303      1484.88         9.2303
2021-09-03T21:33:25.2964615Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1926         9.1822         3.563148        33.2443         9.1977      1484.77         9.1977
2021-09-03T21:33:28.2963800Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1927         9.1700         3.562155        33.2454         9.1662      1484.66         9.1662
2021-09-03T21:33:31.2972327Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1928         9.1616         3.560864        33.2398         9.1694      1484.66         9.1694
2021-09-03T21:33:34.2971445Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1929         9.1463         3.559472        33.2397         9.1843      1484.72         9.1843
2021-09-03T21:33:37.2970562Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1930         9.1394         3.559174        33.2430         9.1928      1484.75         9.1928
2021-09-03T21:33:40.2969544Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1931         9.1333         3.558381        33.2405         9.2046      1484.79         9.2046
2021-09-03T21:33:43.2968626Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1932         9.1325         3.558381        33.2412         9.2179      1484.84         9.2179
2021-09-03T21:33:46.2977411Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1933         9.1302         3.557982        33.2392         9.2781      1485.06         9.2781
2021-09-03T21:33:49.2976454Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1934         9.1249         3.557189        33.2359         9.3312      1485.25         9.3312
2021-09-03T21:33:52.2976143Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1935         9.1149         3.555896        33.2318         9.3657      1485.37         9.3657
2021-09-03T21:33:55.2974583Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1936         9.1080         3.555398        33.2331         9.3851      1485.45         9.3851
2021-09-03T21:33:58.2983218Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1937         9.1103         3.555300        33.2299         9.3892      1485.46         9.3892
2021-09-03T21:34:01.2982303Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1938         9.1119         3.555300        33.2285         9.3700      1485.38         9.3700
2021-09-03T21:34:04.2981367Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1939         9.1233         3.555699        33.2219         9.3825      1485.42         9.3825
2021-09-03T21:34:07.2980485Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1940         9.1440         3.557189        33.2181         9.3462      1485.28         9.3462
2021-09-03T21:34:10.2979473Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1941         9.1716         3.559871        33.2202         9.3295      1485.23         9.3295
2021-09-03T21:34:13.2988036Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1942         9.2113         3.563446        33.2203         9.3291      1485.22         9.3291
2021-09-03T21:34:16.2987288Z, 7eda8203-a249-e411-b0cc-f8bc1246af59,        1943         9.2511         3.567025        33.2203         9.3088      1485.15         9.3088
