ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: Fluorometer-6993RTD-Message
2023-06-29T23:59:57.5445115Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3913 ::  6/29/23 15:11:12 = 1.402  (RAW)   14.2 (C)
2023-06-30T00:00:02.5348897Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3914 ::  6/29/23 15:11:17 = 1.413  (RAW)   14.2 (C)
2023-06-30T00:00:07.4953721Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3915 ::  6/29/23 15:11:22 = 1.403  (RAW)   14.3 (C)
2023-06-30T00:00:12.4956947Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3916 ::  6/29/23 15:11:27 = 1.425  (RAW)   14.3 (C)
2023-06-30T00:00:17.5466725Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3917 ::  6/29/23 15:11:32 = 1.417  (RAW)   14.3 (C)
2023-06-30T00:00:22.5323956Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3918 ::  6/29/23 15:11:37 = 1.398  (RAW)   14.3 (C)
2023-06-30T00:00:27.5327123Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3919 ::  6/29/23 15:11:42 = 1.419  (RAW)   14.3 (C)
2023-06-30T00:00:32.5233679Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3920 ::  6/29/23 15:11:47 = 1.391  (RAW)   14.3 (C)
2023-06-30T00:00:37.5933598Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3921 ::  6/29/23 15:11:52 = 1.390  (RAW)   14.3 (C)
2023-06-30T00:00:42.5240135Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3922 ::  6/29/23 15:11:57 = 1.390  (RAW)   14.3 (C)
2023-06-30T00:00:47.5243218Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3923 ::  6/29/23 15:12:02 = 1.397  (RAW)   14.3 (C)
2023-06-30T00:00:52.5246097Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  3924 ::  6/29/23 15:12:07 = 1.402  (RAW)   14.3 (C)
