ACQ Timestamp (Server Time in UTC), MessageID, Data Value For: Fluorometer-6993RTD-Message
2023-08-03T23:59:57.3353051Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7212 ::  8/03/23 15:10:35 = 1.413  (RAW)   13.0 (C)
2023-08-04T00:00:02.3357236Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7213 ::  8/03/23 15:10:40 = 1.413  (RAW)   13.0 (C)
2023-08-04T00:00:07.3360512Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7214 ::  8/03/23 15:10:45 = 1.411  (RAW)   13.0 (C)
2023-08-04T00:00:12.3361650Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7215 ::  8/03/23 15:10:50 = 1.400  (RAW)   13.0 (C)
2023-08-04T00:00:17.3364180Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7216 ::  8/03/23 15:10:55 = 1.402  (RAW)   13.0 (C)
2023-08-04T00:00:22.3268999Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7217 ::  8/03/23 15:11:00 = 1.401  (RAW)   13.0 (C)
2023-08-04T00:00:27.3176526Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7218 ::  8/03/23 15:11:05 = 1.402  (RAW)   13.0 (C)
2023-08-04T00:00:32.3080432Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7219 ::  8/03/23 15:11:10 = 1.395  (RAW)   13.0 (C)
2023-08-04T00:00:37.3083498Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7220 ::  8/03/23 15:11:15 = 1.395  (RAW)   13.1 (C)
2023-08-04T00:00:42.3086646Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7221 ::  8/03/23 15:11:20 = 1.397  (RAW)   13.1 (C)
2023-08-04T00:00:47.3089853Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7222 ::  8/03/23 15:11:25 = 1.407  (RAW)   13.1 (C)
2023-08-04T00:00:52.2993443Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7223 ::  8/03/23 15:11:30 = 1.392  (RAW)   13.1 (C)
2023-08-04T00:00:57.3593952Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7224 ::  8/03/23 15:11:35 = 1.387  (RAW)   13.2 (C)
2023-08-04T00:01:02.3306779Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7225 ::  8/03/23 15:11:40 = 1.388  (RAW)   13.2 (C)
2023-08-04T00:01:07.3301311Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7226 ::  8/03/23 15:11:45 = 1.379  (RAW)   13.3 (C)
2023-08-04T00:01:12.4001499Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7227 ::  8/03/23 15:11:50 = 1.373  (RAW)   13.3 (C)
2023-08-04T00:01:17.3307659Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7228 ::  8/03/23 15:11:55 = 1.374  (RAW)   13.3 (C)
2023-08-04T00:01:22.3310884Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7229 ::  8/03/23 15:12:00 = 1.376  (RAW)   13.3 (C)
2023-08-04T00:01:27.3214304Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7230 ::  8/03/23 15:12:05 = 1.370  (RAW)   13.3 (C)
2023-08-04T00:01:32.3121592Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7231 ::  8/03/23 15:12:10 = 1.374  (RAW)   13.3 (C)
2023-08-04T00:01:37.3119057Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7232 ::  8/03/23 15:12:15 = 1.391  (RAW)   13.3 (C)
2023-08-04T00:01:42.3729891Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7233 ::  8/03/23 15:12:20 = 1.400  (RAW)   13.2 (C)
2023-08-04T00:01:47.3124407Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7234 ::  8/03/23 15:12:25 = 1.423  (RAW)   13.1 (C)
2023-08-04T00:01:52.3068997Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7235 ::  8/03/23 15:12:30 = 1.425  (RAW)   13.1 (C)
2023-08-04T00:01:57.2936685Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7236 ::  8/03/23 15:12:35 = 1.426  (RAW)   13.0 (C)
2023-08-04T00:02:02.2939009Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7237 ::  8/03/23 15:12:40 = 1.421  (RAW)   13.0 (C)
2023-08-04T00:02:07.3444493Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7238 ::  8/03/23 15:12:45 = 1.417  (RAW)   12.9 (C)
2023-08-04T00:02:12.3351312Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7239 ::  8/03/23 15:12:50 = 1.401  (RAW)   12.9 (C)
2023-08-04T00:02:17.3351093Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7240 ::  8/03/23 15:12:55 = 1.391  (RAW)   13.0 (C)
2023-08-04T00:02:22.3249531Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7241 ::  8/03/23 15:13:00 = 1.384  (RAW)   13.0 (C)
2023-08-04T00:02:27.3254800Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7242 ::  8/03/23 15:13:05 = 1.397  (RAW)   13.0 (C)
2023-08-04T00:02:32.3159379Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7243 ::  8/03/23 15:13:10 = 1.402  (RAW)   13.0 (C)
2023-08-04T00:02:37.3168423Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7244 ::  8/03/23 15:13:15 = 1.400  (RAW)   13.0 (C)
2023-08-04T00:02:42.3172144Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7245 ::  8/03/23 15:13:20 = 1.396  (RAW)   12.9 (C)
2023-08-04T00:02:47.3169117Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7246 ::  8/03/23 15:13:25 = 1.394  (RAW)   12.9 (C)
2023-08-04T00:02:52.3178857Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7247 ::  8/03/23 15:13:30 = 1.394  (RAW)   12.9 (C)
2023-08-04T00:02:57.3080320Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7248 ::  8/03/23 15:13:35 = 1.390  (RAW)   12.9 (C)
2023-08-04T00:03:02.2985932Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7249 ::  8/03/23 15:13:40 = 1.390  (RAW)   12.9 (C)
2023-08-04T00:03:07.2983375Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7250 ::  8/03/23 15:13:45 = 1.382  (RAW)   12.9 (C)
2023-08-04T00:03:12.3085854Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7251 ::  8/03/23 15:13:50 = 1.379  (RAW)   12.9 (C)
2023-08-04T00:03:17.2992125Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7252 ::  8/03/23 15:13:55 = 1.382  (RAW)   12.9 (C)
2023-08-04T00:03:22.3472920Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7253 ::  8/03/23 15:14:00 = 1.379  (RAW)   12.9 (C)
2023-08-04T00:03:27.3254295Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7254 ::  8/03/23 15:14:05 = 1.376  (RAW)   12.8 (C)
2023-08-04T00:03:32.3157539Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7255 ::  8/03/23 15:14:10 = 1.374  (RAW)   12.8 (C)
2023-08-04T00:03:37.3160770Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7256 ::  8/03/23 15:14:15 = 1.373  (RAW)   12.8 (C)
2023-08-04T00:03:42.3164496Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7257 ::  8/03/23 15:14:20 = 1.370  (RAW)   12.8 (C)
2023-08-04T00:03:47.3807421Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7258 ::  8/03/23 15:14:25 = 1.373  (RAW)   12.8 (C)
2023-08-04T00:03:52.3065146Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7259 ::  8/03/23 15:14:30 = 1.369  (RAW)   12.8 (C)
2023-08-04T00:03:57.3069144Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7260 ::  8/03/23 15:14:35 = 1.363  (RAW)   12.9 (C)
2023-08-04T00:04:02.2969422Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7261 ::  8/03/23 15:14:40 = 1.364  (RAW)   12.9 (C)
2023-08-04T00:04:07.2873038Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7262 ::  8/03/23 15:14:45 = 1.358  (RAW)   12.9 (C)
2023-08-04T00:04:12.3378301Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7263 ::  8/03/23 15:14:50 = 1.361  (RAW)   12.9 (C)
2023-08-04T00:04:17.3486478Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7264 ::  8/03/23 15:14:55 = 1.364  (RAW)   12.9 (C)
2023-08-04T00:04:22.2889084Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7265 ::  8/03/23 15:15:00 = 1.355  (RAW)   12.9 (C)
2023-08-04T00:04:27.2794492Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7266 ::  8/03/23 15:15:05 = 1.355  (RAW)   13.0 (C)
2023-08-04T00:04:32.3396847Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7267 ::  8/03/23 15:15:10 = 1.356  (RAW)   13.0 (C)
2023-08-04T00:04:37.3294619Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7268 ::  8/03/23 15:15:15 = 1.354  (RAW)   13.0 (C)
2023-08-04T00:04:42.3204371Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7269 ::  8/03/23 15:15:20 = 1.352  (RAW)   13.0 (C)
2023-08-04T00:04:47.3308386Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7270 ::  8/03/23 15:15:25 = 1.345  (RAW)   13.0 (C)
2023-08-04T00:04:52.3212168Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7271 ::  8/03/23 15:15:30 = 1.349  (RAW)   12.9 (C)
2023-08-04T00:04:57.3115516Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7272 ::  8/03/23 15:15:35 = 1.355  (RAW)   12.9 (C)
2023-08-04T00:05:02.3120479Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7273 ::  8/03/23 15:15:40 = 1.355  (RAW)   12.9 (C)
2023-08-04T00:05:07.2915277Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7274 ::  8/03/23 15:15:45 = 1.351  (RAW)   12.8 (C)
2023-08-04T00:05:12.2925155Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7275 ::  8/03/23 15:15:50 = 1.353  (RAW)   12.8 (C)
2023-08-04T00:05:17.3430472Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7276 ::  8/03/23 15:15:55 = 1.348  (RAW)   12.8 (C)
2023-08-04T00:05:22.2925722Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7277 ::  8/03/23 15:16:00 = 1.344  (RAW)   12.7 (C)
2023-08-04T00:05:27.3431766Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7278 ::  8/03/23 15:16:05 = 1.344  (RAW)   12.8 (C)
2023-08-04T00:05:32.3340592Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7279 ::  8/03/23 15:16:10 = 1.343  (RAW)   12.9 (C)
2023-08-04T00:05:37.3245123Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7280 ::  8/03/23 15:16:15 = 1.341  (RAW)   13.0 (C)
2023-08-04T00:05:42.3248151Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7281 ::  8/03/23 15:16:20 = 1.340  (RAW)   13.1 (C)
2023-08-04T00:05:47.3144430Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7282 ::  8/03/23 15:16:25 = 1.334  (RAW)   13.2 (C)
2023-08-04T00:05:52.3749128Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7283 ::  8/03/23 15:16:30 = 1.344  (RAW)   13.2 (C)
2023-08-04T00:05:57.3160034Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7284 ::  8/03/23 15:16:35 = 1.356  (RAW)   13.0 (C)
2023-08-04T00:06:02.3158461Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7285 ::  8/03/23 15:16:40 = 1.362  (RAW)   12.9 (C)
2023-08-04T00:06:07.3061980Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7286 ::  8/03/23 15:16:45 = 1.358  (RAW)   12.8 (C)
2023-08-04T00:06:12.3065166Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7287 ::  8/03/23 15:16:50 = 1.348  (RAW)   12.8 (C)
2023-08-04T00:06:17.2969450Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7288 ::  8/03/23 15:16:55 = 1.335  (RAW)   12.8 (C)
2023-08-04T00:06:22.3670086Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7289 ::  8/03/23 15:17:00 = 1.333  (RAW)   12.9 (C)
2023-08-04T00:06:27.2976658Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7290 ::  8/03/23 15:17:05 = 1.332  (RAW)   13.0 (C)
2023-08-04T00:06:32.2978287Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7291 ::  8/03/23 15:17:10 = 1.329  (RAW)   13.0 (C)
2023-08-04T00:06:37.3485091Z, 7fda8203-a249-e411-b0cc-f8bc1246af59, 0  7292 ::  8/03/23 15:17:15 = 1.330  (RAW)   13.1 (C)
